"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 23 05:59:53 UTC 2025","Wed Jul 23 05:59:53 UTC 2025","185","","","","","","TC5 - Missing required parameter",""
"passed","Wed Jul 23 05:59:50 UTC 2025","Wed Jul 23 05:59:51 UTC 2025","1215","","","","","","TC2 - Test various timeframe formats",""
"passed","Wed Jul 23 05:59:53 UTC 2025","Wed Jul 23 05:59:53 UTC 2025","213","","","","","","TC7 - Invalid instrument name",""
"passed","Wed Jul 23 05:59:53 UTC 2025","Wed Jul 23 05:59:54 UTC 2025","210","","","","","","TC9 - No parameters provided",""
"passed","Wed Jul 23 05:59:50 UTC 2025","Wed Jul 23 05:59:50 UTC 2025","232","","","","","","TC1 - Valid request returns candlestick data",""
"passed","Wed Jul 23 05:59:51 UTC 2025","Wed Jul 23 05:59:52 UTC 2025","1187","","","","","","TC3 - Validate candlestick fields and structure",""
"passed","Wed Jul 23 05:59:53 UTC 2025","Wed Jul 23 05:59:53 UTC 2025","166","","","","","","TC8 - Invalid timeframe format",""
"passed","Wed Jul 23 06:00:08 UTC 2025","Wed Jul 23 06:00:10 UTC 2025","1740","","","","","","WS-TC9 - Validate no duplicate subscription IDs",""
"passed","Wed Jul 23 05:59:53 UTC 2025","Wed Jul 23 05:59:53 UTC 2025","280","","","","","","TC6 - Specific time range query",""
"passed","Wed Jul 23 05:59:52 UTC 2025","Wed Jul 23 05:59:53 UTC 2025","233","","","","","","TC4 - Maximum data limit test",""
"passed","Wed Jul 23 05:59:55 UTC 2025","Wed Jul 23 05:59:57 UTC 2025","1704","","","","","","WS-TC2 - Validate orderbook data presence",""
"passed","Wed Jul 23 06:00:06 UTC 2025","Wed Jul 23 06:00:08 UTC 2025","1718","","","","","","WS-TC8 - Validate timestamp order",""
"passed","Wed Jul 23 05:59:54 UTC 2025","Wed Jul 23 05:59:55 UTC 2025","1711","","","","","","WS-TC1 - Validate subscription success",""
"passed","Wed Jul 23 06:00:01 UTC 2025","Wed Jul 23 06:00:03 UTC 2025","2218","","","","","","WS-TC5 - Validate orderbook depth limit",""
"passed","Wed Jul 23 05:59:57 UTC 2025","Wed Jul 23 05:59:59 UTC 2025","1709","","","","","","WS-TC3 - Validate data field types",""
"passed","Wed Jul 23 06:00:04 UTC 2025","Wed Jul 23 06:00:06 UTC 2025","1705","","","","","","WS-TC7 - Validate bid/ask price and quantity types",""
"passed","Wed Jul 23 05:59:59 UTC 2025","Wed Jul 23 06:00:01 UTC 2025","1717","","","","","","WS-TC4 - Validate error handling",""
"passed","Wed Jul 23 06:00:03 UTC 2025","Wed Jul 23 06:00:04 UTC 2025","1706","","","","","","WS-TC6 - Validate bid/ask data not empty",""
