"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 29 05:41:21 UTC 2025","Sun Jun 29 05:41:22 UTC 2025","356","","","","","","TC7 - Invalid instrument name",""
"passed","Sun Jun 29 05:41:19 UTC 2025","Sun Jun 29 05:41:19 UTC 2025","317","","","","","","TC1 - Valid request returns candlestick data",""
"passed","Sun Jun 29 05:41:29 UTC 2025","Sun Jun 29 05:41:31 UTC 2025","1703","","","","","","WS-TC5 - Validate orderbook depth limit",""
"passed","Sun Jun 29 05:41:21 UTC 2025","Sun Jun 29 05:41:21 UTC 2025","235","","","","","","TC5 - Missing required parameter",""
"passed","Sun Jun 29 05:41:27 UTC 2025","Sun Jun 29 05:41:29 UTC 2025","1707","","","","","","WS-TC4 - Validate error handling",""
"passed","Sun Jun 29 05:41:19 UTC 2025","Sun Jun 29 05:41:20 UTC 2025","960","","","","","","TC2 - Test various timeframe formats",""
"passed","Sun Jun 29 05:41:26 UTC 2025","Sun Jun 29 05:41:27 UTC 2025","1700","","","","","","WS-TC3 - Validate data field types",""
"passed","Sun Jun 29 05:41:21 UTC 2025","Sun Jun 29 05:41:21 UTC 2025","264","","","","","","TC4 - Maximum data limit test",""
"passed","Sun Jun 29 05:41:31 UTC 2025","Sun Jun 29 05:41:32 UTC 2025","1699","","","","","","WS-TC6 - Validate bid/ask data not empty",""
"passed","Sun Jun 29 05:41:20 UTC 2025","Sun Jun 29 05:41:21 UTC 2025","254","","","","","","TC3 - Validate candlestick fields and structure",""
"passed","Sun Jun 29 05:41:32 UTC 2025","Sun Jun 29 05:41:34 UTC 2025","1709","","","","","","WS-TC7 - Validate bid/ask price and quantity types",""
"passed","Sun Jun 29 05:41:21 UTC 2025","Sun Jun 29 05:41:21 UTC 2025","284","","","","","","TC6 - Specific time range query",""
"passed","Sun Jun 29 05:41:22 UTC 2025","Sun Jun 29 05:41:22 UTC 2025","348","","","","","","TC8 - Invalid timeframe format",""
"passed","Sun Jun 29 05:41:22 UTC 2025","Sun Jun 29 05:41:22 UTC 2025","243","","","","","","TC9 - No parameters provided",""
"passed","Sun Jun 29 05:41:34 UTC 2025","Sun Jun 29 05:41:35 UTC 2025","1196","","","","","","WS-TC8 - Validate timestamp order",""
"passed","Sun Jun 29 05:41:35 UTC 2025","Sun Jun 29 05:41:37 UTC 2025","1195","","","","","","WS-TC9 - Validate no duplicate subscription IDs",""
"passed","Sun Jun 29 05:41:24 UTC 2025","Sun Jun 29 05:41:26 UTC 2025","1699","","","","","","WS-TC2 - Validate orderbook data presence",""
"passed","Sun Jun 29 05:41:22 UTC 2025","Sun Jun 29 05:41:24 UTC 2025","1709","","","","","","WS-TC1 - Validate subscription success",""
