"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 15:30:44 UTC 2025","Fri Jun 27 15:30:44 UTC 2025","504","","","","","","WS-TC6 - Subscribe to inactive market with no real-time data",""
"passed","Fri Jun 27 15:30:40 UTC 2025","Fri Jun 27 15:30:40 UTC 2025","286","","","","","","TC9 - No parameters provided",""
"passed","Fri Jun 27 15:30:40 UTC 2025","Fri Jun 27 15:30:40 UTC 2025","228","","","","","","TC8 - Invalid timeframe format",""
"passed","Fri Jun 27 15:30:37 UTC 2025","Fri Jun 27 15:30:38 UTC 2025","1254","","","","","","TC4 - Maximum data limit test",""
"passed","Fri Jun 27 15:30:37 UTC 2025","Fri Jun 27 15:30:37 UTC 2025","293","","","","","","TC3 - Validate candlestick fields and structure",""
"passed","Fri Jun 27 15:30:40 UTC 2025","Fri Jun 27 15:30:42 UTC 2025","1505","","","","","","WS-TC1 - Successful subscription returns order book",""
"broken","Fri Jun 27 15:30:39 UTC 2025","Fri Jun 27 15:30:39 UTC 2025","1","","","","","","TC6 - Specific time range query",""
"passed","Fri Jun 27 15:30:42 UTC 2025","Fri Jun 27 15:30:43 UTC 2025","503","","","","","","WS-TC3 - Validate data field types",""
"passed","Fri Jun 27 15:30:44 UTC 2025","Fri Jun 27 15:30:45 UTC 2025","503","","","","","","WS-TC7 - Subscribe with invalid instrument name",""
"passed","Fri Jun 27 15:30:42 UTC 2025","Fri Jun 27 15:30:42 UTC 2025","503","","","","","","WS-TC2 - Verify subscription confirmation message",""
"passed","Fri Jun 27 15:30:45 UTC 2025","Fri Jun 27 15:30:45 UTC 2025","505","","","","","","WS-TC8 - Subscribe with invalid depth value",""
"passed","Fri Jun 27 15:30:43 UTC 2025","Fri Jun 27 15:30:43 UTC 2025","503","","","","","","WS-TC4 - Subscribe with maximum depth",""
"passed","Fri Jun 27 15:30:43 UTC 2025","Fri Jun 27 15:30:44 UTC 2025","503","","","","","","WS-TC5 - Rapid multiple subscriptions",""
"passed","Fri Jun 27 15:30:36 UTC 2025","Fri Jun 27 15:30:37 UTC 2025","1140","","","","","","TC2 - Test various timeframe formats",""
"passed","Fri Jun 27 15:30:45 UTC 2025","Fri Jun 27 15:30:46 UTC 2025","504","","","","","","WS-TC9 - No updates received after timeout",""
"passed","Fri Jun 27 15:30:35 UTC 2025","Fri Jun 27 15:30:36 UTC 2025","486","","","","","","TC1 - Valid request returns candlestick data",""
"passed","Fri Jun 27 15:30:38 UTC 2025","Fri Jun 27 15:30:39 UTC 2025","1030","","","","","","TC5 - Missing required parameter",""
"passed","Fri Jun 27 15:30:39 UTC 2025","Fri Jun 27 15:30:40 UTC 2025","481","","","","","","TC7 - Invalid instrument name",""
