"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 07:05:36 UTC 2025","Fri Jun 27 07:05:37 UTC 2025","268","","","","","","TC4 - Maximum data limit test",""
"passed","Fri Jun 27 07:05:36 UTC 2025","Fri Jun 27 07:05:36 UTC 2025","237","","","","","","TC3 - Validate candlestick fields and structure",""
"passed","Fri Jun 27 07:05:37 UTC 2025","Fri Jun 27 07:05:37 UTC 2025","290","","","","","","TC6 - Specific time range query",""
"passed","Fri Jun 27 07:05:37 UTC 2025","Fri Jun 27 07:05:38 UTC 2025","282","","","","","","TC8 - Invalid timeframe format",""
"passed","Fri Jun 27 07:05:37 UTC 2025","Fri Jun 27 07:05:37 UTC 2025","273","","","","","","TC7 - Invalid instrument name",""
"passed","Fri Jun 27 07:05:41 UTC 2025","Fri Jun 27 07:05:42 UTC 2025","502","","","","","","WS-TC6 - Subscribe to inactive market with no real-time data",""
"passed","Fri Jun 27 07:05:37 UTC 2025","Fri Jun 27 07:05:37 UTC 2025","358","","","","","","TC5 - Missing required parameter",""
"passed","Fri Jun 27 07:05:40 UTC 2025","Fri Jun 27 07:05:41 UTC 2025","502","","","","","","WS-TC4 - Subscribe with maximum depth",""
"passed","Fri Jun 27 07:05:42 UTC 2025","Fri Jun 27 07:05:42 UTC 2025","502","","","","","","WS-TC7 - Subscribe with invalid instrument name",""
"passed","Fri Jun 27 07:05:38 UTC 2025","Fri Jun 27 07:05:38 UTC 2025","247","","","","","","TC9 - No parameters provided",""
"passed","Fri Jun 27 07:05:36 UTC 2025","Fri Jun 27 07:05:36 UTC 2025","244","","","","","","TC2 - Test various timeframe formats",""
"passed","Fri Jun 27 07:05:35 UTC 2025","Fri Jun 27 07:05:36 UTC 2025","322","","","","","","TC1 - Valid request returns candlestick data",""
"passed","Fri Jun 27 07:05:43 UTC 2025","Fri Jun 27 07:05:43 UTC 2025","502","","","","","","WS-TC9 - No updates received after timeout",""
"passed","Fri Jun 27 07:05:38 UTC 2025","Fri Jun 27 07:05:39 UTC 2025","1505","","","","","","WS-TC1 - Successful subscription returns order book",""
"passed","Fri Jun 27 07:05:40 UTC 2025","Fri Jun 27 07:05:40 UTC 2025","502","","","","","","WS-TC3 - Validate data field types",""
"passed","Fri Jun 27 07:05:41 UTC 2025","Fri Jun 27 07:05:41 UTC 2025","502","","","","","","WS-TC5 - Rapid multiple subscriptions",""
"passed","Fri Jun 27 07:05:39 UTC 2025","Fri Jun 27 07:05:40 UTC 2025","502","","","","","","WS-TC2 - Verify subscription confirmation message",""
"passed","Fri Jun 27 07:05:42 UTC 2025","Fri Jun 27 07:05:43 UTC 2025","502","","","","","","WS-TC8 - Subscribe with invalid depth value",""
