"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 07:12:25 UTC 2025","Fri Jun 27 07:12:26 UTC 2025","502","","","","","","WS-TC4 - Subscribe with maximum depth",""
"passed","Fri Jun 27 07:12:21 UTC 2025","Fri Jun 27 07:12:21 UTC 2025","230","","","","","","TC3 - Validate candlestick fields and structure",""
"passed","Fri Jun 27 07:12:24 UTC 2025","Fri Jun 27 07:12:25 UTC 2025","502","","","","","","WS-TC2 - Verify subscription confirmation message",""
"passed","Fri Jun 27 07:12:25 UTC 2025","Fri Jun 27 07:12:25 UTC 2025","502","","","","","","WS-TC3 - Validate data field types",""
"passed","Fri Jun 27 07:12:21 UTC 2025","Fri Jun 27 07:12:21 UTC 2025","166","","","","","","TC4 - Maximum data limit test",""
"passed","Fri Jun 27 07:12:26 UTC 2025","Fri Jun 27 07:12:27 UTC 2025","502","","","","","","WS-TC6 - Subscribe to inactive market with no real-time data",""
"passed","Fri Jun 27 07:12:22 UTC 2025","Fri Jun 27 07:12:22 UTC 2025","203","","","","","","TC8 - Invalid timeframe format",""
"passed","Fri Jun 27 07:12:27 UTC 2025","Fri Jun 27 07:12:28 UTC 2025","502","","","","","","WS-TC8 - Subscribe with invalid depth value",""
"passed","Fri Jun 27 07:12:21 UTC 2025","Fri Jun 27 07:12:22 UTC 2025","228","","","","","","TC6 - Specific time range query",""
"passed","Fri Jun 27 07:12:21 UTC 2025","Fri Jun 27 07:12:21 UTC 2025","224","","","","","","TC2 - Test various timeframe formats",""
"passed","Fri Jun 27 07:12:26 UTC 2025","Fri Jun 27 07:12:26 UTC 2025","502","","","","","","WS-TC5 - Rapid multiple subscriptions",""
"failed","Fri Jun 27 07:12:27 UTC 2025","Fri Jun 27 07:12:27 UTC 2025","503","","","","","","WS-TC7 - Subscribe with invalid instrument name",""
"passed","Fri Jun 27 07:12:22 UTC 2025","Fri Jun 27 07:12:22 UTC 2025","308","","","","","","TC7 - Invalid instrument name",""
"passed","Fri Jun 27 07:12:28 UTC 2025","Fri Jun 27 07:12:28 UTC 2025","502","","","","","","WS-TC9 - No updates received after timeout",""
"passed","Fri Jun 27 07:12:21 UTC 2025","Fri Jun 27 07:12:21 UTC 2025","187","","","","","","TC5 - Missing required parameter",""
"passed","Fri Jun 27 07:12:20 UTC 2025","Fri Jun 27 07:12:21 UTC 2025","249","","","","","","TC1 - Valid request returns candlestick data",""
"passed","Fri Jun 27 07:12:22 UTC 2025","Fri Jun 27 07:12:24 UTC 2025","2004","","","","","","WS-TC1 - Successful subscription returns order book",""
"passed","Fri Jun 27 07:12:22 UTC 2025","Fri Jun 27 07:12:22 UTC 2025","181","","","","","","TC9 - No parameters provided",""
