"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 13:04:31 UTC 2025","Fri Jun 27 13:04:31 UTC 2025","504","","","","","","WS-TC9 - No updates received after timeout",""
"passed","Fri Jun 27 13:04:24 UTC 2025","Fri Jun 27 13:04:24 UTC 2025","225","","","","","","TC2 - Test various timeframe formats",""
"passed","Fri Jun 27 13:04:29 UTC 2025","Fri Jun 27 13:04:29 UTC 2025","504","","","","","","WS-TC5 - Rapid multiple subscriptions",""
"passed","Fri Jun 27 13:04:24 UTC 2025","Fri Jun 27 13:04:24 UTC 2025","274","","","","","","TC3 - Validate candlestick fields and structure",""
"failed","Fri Jun 27 13:04:25 UTC 2025","Fri Jun 27 13:04:25 UTC 2025","230","","","","","","TC6 - Specific time range query",""
"passed","Fri Jun 27 13:04:24 UTC 2025","Fri Jun 27 13:04:25 UTC 2025","260","","","","","","TC4 - Maximum data limit test",""
"passed","Fri Jun 27 13:04:27 UTC 2025","Fri Jun 27 13:04:28 UTC 2025","503","","","","","","WS-TC2 - Verify subscription confirmation message",""
"passed","Fri Jun 27 13:04:29 UTC 2025","Fri Jun 27 13:04:30 UTC 2025","504","","","","","","WS-TC6 - Subscribe to inactive market with no real-time data",""
"passed","Fri Jun 27 13:04:28 UTC 2025","Fri Jun 27 13:04:29 UTC 2025","503","","","","","","WS-TC4 - Subscribe with maximum depth",""
"passed","Fri Jun 27 13:04:26 UTC 2025","Fri Jun 27 13:04:26 UTC 2025","243","","","","","","TC9 - No parameters provided",""
"passed","Fri Jun 27 13:04:25 UTC 2025","Fri Jun 27 13:04:26 UTC 2025","273","","","","","","TC8 - Invalid timeframe format",""
"passed","Fri Jun 27 13:04:28 UTC 2025","Fri Jun 27 13:04:28 UTC 2025","504","","","","","","WS-TC3 - Validate data field types",""
"passed","Fri Jun 27 13:04:25 UTC 2025","Fri Jun 27 13:04:25 UTC 2025","223","","","","","","TC5 - Missing required parameter",""
"passed","Fri Jun 27 13:04:25 UTC 2025","Fri Jun 27 13:04:25 UTC 2025","263","","","","","","TC7 - Invalid instrument name",""
"passed","Fri Jun 27 13:04:26 UTC 2025","Fri Jun 27 13:04:27 UTC 2025","1504","","","","","","WS-TC1 - Successful subscription returns order book",""
"passed","Fri Jun 27 13:04:30 UTC 2025","Fri Jun 27 13:04:30 UTC 2025","505","","","","","","WS-TC7 - Subscribe with invalid instrument name",""
"passed","Fri Jun 27 13:04:23 UTC 2025","Fri Jun 27 13:04:24 UTC 2025","386","","","","","","TC1 - Valid request returns candlestick data",""
"passed","Fri Jun 27 13:04:30 UTC 2025","Fri Jun 27 13:04:31 UTC 2025","504","","","","","","WS-TC8 - Subscribe with invalid depth value",""
