"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 15:25:12 UTC 2025","Fri Jun 27 15:25:13 UTC 2025","384","","","","","","TC7 - Invalid instrument name",""
"passed","Fri Jun 27 15:25:18 UTC 2025","Fri Jun 27 15:25:19 UTC 2025","1006","","","","","","WS-TC8 - Subscribe with invalid depth value",""
"passed","Fri Jun 27 15:25:18 UTC 2025","Fri Jun 27 15:25:18 UTC 2025","503","","","","","","WS-TC7 - Subscribe with invalid instrument name",""
"passed","Fri Jun 27 15:25:12 UTC 2025","Fri Jun 27 15:25:12 UTC 2025","350","","","","","","TC5 - Missing required parameter",""
"passed","Fri Jun 27 15:25:16 UTC 2025","Fri Jun 27 15:25:17 UTC 2025","503","","","","","","WS-TC4 - Subscribe with maximum depth",""
"passed","Fri Jun 27 15:25:16 UTC 2025","Fri Jun 27 15:25:16 UTC 2025","503","","","","","","WS-TC3 - Validate data field types",""
"passed","Fri Jun 27 15:25:12 UTC 2025","Fri Jun 27 15:25:12 UTC 2025","321","","","","","","TC6 - Specific time range query",""
"passed","Fri Jun 27 15:25:15 UTC 2025","Fri Jun 27 15:25:16 UTC 2025","503","","","","","","WS-TC2 - Verify subscription confirmation message",""
"passed","Fri Jun 27 15:25:10 UTC 2025","Fri Jun 27 15:25:10 UTC 2025","342","","","","","","TC2 - Test various timeframe formats",""
"passed","Fri Jun 27 15:25:10 UTC 2025","Fri Jun 27 15:25:10 UTC 2025","383","","","","","","TC1 - Valid request returns candlestick data",""
"passed","Fri Jun 27 15:25:13 UTC 2025","Fri Jun 27 15:25:14 UTC 2025","357","","","","","","TC9 - No parameters provided",""
"passed","Fri Jun 27 15:25:13 UTC 2025","Fri Jun 27 15:25:13 UTC 2025","775","","","","","","TC8 - Invalid timeframe format",""
"passed","Fri Jun 27 15:25:17 UTC 2025","Fri Jun 27 15:25:18 UTC 2025","506","","","","","","WS-TC6 - Subscribe to inactive market with no real-time data",""
"passed","Fri Jun 27 15:25:10 UTC 2025","Fri Jun 27 15:25:11 UTC 2025","783","","","","","","TC3 - Validate candlestick fields and structure",""
"passed","Fri Jun 27 15:25:11 UTC 2025","Fri Jun 27 15:25:12 UTC 2025","393","","","","","","TC4 - Maximum data limit test",""
"passed","Fri Jun 27 15:25:19 UTC 2025","Fri Jun 27 15:25:20 UTC 2025","504","","","","","","WS-TC9 - No updates received after timeout",""
"passed","Fri Jun 27 15:25:17 UTC 2025","Fri Jun 27 15:25:17 UTC 2025","506","","","","","","WS-TC5 - Rapid multiple subscriptions",""
"passed","Fri Jun 27 15:25:14 UTC 2025","Fri Jun 27 15:25:15 UTC 2025","1505","","","","","","WS-TC1 - Successful subscription returns order book",""
