"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 16:22:29 UTC 2025","Fri Jun 27 16:22:29 UTC 2025","208","","","","","","TC7 - Invalid instrument name",""
"passed","Fri Jun 27 16:22:30 UTC 2025","Fri Jun 27 16:22:31 UTC 2025","1189","","","","","","WS-TC1 - Validate subscription success",""
"passed","Fri Jun 27 16:22:31 UTC 2025","Fri Jun 27 16:22:33 UTC 2025","1681","","","","","","WS-TC2 - Validate orderbook data presence",""
"passed","Fri Jun 27 16:22:58 UTC 2025","Fri Jun 27 16:23:00 UTC 2025","1677","","","","","","WS-TC7 - Validate bid/ask price and quantity types",""
"passed","Fri Jun 27 16:22:28 UTC 2025","Fri Jun 27 16:22:29 UTC 2025","235","","","","","","TC5 - Missing required parameter",""
"passed","Fri Jun 27 16:22:27 UTC 2025","Fri Jun 27 16:22:28 UTC 2025","257","","","","","","TC1 - Valid request returns candlestick data",""
"passed","Fri Jun 27 16:22:29 UTC 2025","Fri Jun 27 16:22:30 UTC 2025","221","","","","","","TC9 - No parameters provided",""
"passed","Fri Jun 27 16:22:28 UTC 2025","Fri Jun 27 16:22:28 UTC 2025","226","","","","","","TC2 - Test various timeframe formats",""
"passed","Fri Jun 27 16:23:01 UTC 2025","Fri Jun 27 16:23:02 UTC 2025","1182","","","","","","WS-TC9 - Validate no duplicate subscription IDs",""
"passed","Fri Jun 27 16:22:57 UTC 2025","Fri Jun 27 16:22:58 UTC 2025","1684","","","","","","WS-TC6 - Validate bid/ask data not empty",""
"passed","Fri Jun 27 16:22:28 UTC 2025","Fri Jun 27 16:22:28 UTC 2025","234","","","","","","TC4 - Maximum data limit test",""
"passed","Fri Jun 27 16:23:00 UTC 2025","Fri Jun 27 16:23:01 UTC 2025","1180","","","","","","WS-TC8 - Validate timestamp order",""
"failed","Fri Jun 27 16:22:35 UTC 2025","Fri Jun 27 16:22:57 UTC 2025","21200","","","","","","WS-TC5 - Validate orderbook depth limit",""
"passed","Fri Jun 27 16:22:33 UTC 2025","Fri Jun 27 16:22:34 UTC 2025","1675","","","","","","WS-TC3 - Validate data field types",""
"passed","Fri Jun 27 16:22:34 UTC 2025","Fri Jun 27 16:22:35 UTC 2025","1189","","","","","","WS-TC4 - Validate error handling",""
"passed","Fri Jun 27 16:22:29 UTC 2025","Fri Jun 27 16:22:29 UTC 2025","280","","","","","","TC8 - Invalid timeframe format",""
"passed","Fri Jun 27 16:22:28 UTC 2025","Fri Jun 27 16:22:28 UTC 2025","383","","","","","","TC3 - Validate candlestick fields and structure",""
"passed","Fri Jun 27 16:22:29 UTC 2025","Fri Jun 27 16:22:29 UTC 2025","307","","","","","","TC6 - Specific time range query",""
